customer_id,tenure_days,recency_days,frequency,avg_order_value,monetary_value,support_tickets,discount_usage_rate,churned
C02963,835,19,12,1433.1,17197.14,1,0.3983,0
C02964,518,277,9,862.33,7760.94,1,0.2234,0
C02965,1447,82,6,427.54,2565.26,0,0.489,0
C02966,330,217,10,582.78,5827.78,0,0.135,0
C02967,939,83,2,606.02,1212.04,0,0.4552,0
C02968,185,182,3,1144.14,3432.41,0,0.2613,1
C02969,1100,64,6,1895.89,11375.36,0,0.2789,0
C02970,63,352,5,953.61,4768.04,0,0.1217,1
C02971,1369,229,3,280.57,841.71,1,0.3297,1
C02972,713,11,12,1772.87,21274.38,0,0.1372,0
C02973,1173,133,5,590.52,2952.62,0,0.2325,1
C02974,286,32,7,1434.8,10043.6,0,0.4204,0
C02975,915,183,7,1076.21,7533.49,0,0.3129,0
C02976,191,96,8,1199.85,9598.77,0,0.4227,0
C02977,1224,287,5,850.75,4253.75,1,0.2277,1
C02978,59,383,9,291.4,2622.61,0,0.3258,1
C02979,521,217,9,2355.96,21203.64,1,0.2111,1
C02980,1436,2,5,136.69,683.44,1,0.2987,1
C02981,886,182,6,435.82,2614.92,0,0.0965,0
C02982,612,384,6,948.81,5692.84,0,0.4688,1
C02983,1331,363,5,1682.47,8412.37,0,0.0793,1
C02984,221,213,5,2085.92,10429.61,0,0.5722,0
C02985,646,255,3,252.43,757.28,0,0.1366,1
C02986,1146,138,5,848.43,4242.13,1,0.3315,1
C02987,1239,274,9,1339.68,12057.11,0,0.1257,0
C02988,1020,350,8,582.82,4662.54,1,0.1678,0
C02989,1103,71,7,1214.2,8499.41,1,0.3468,0
C02990,219,371,6,1928.43,11570.61,0,0.2611,0
C02991,516,241,5,2355.65,11778.27,0,0.3622,0
C02992,1131,25,7,1572.62,11008.32,1,0.0768,0
C02993,982,206,8,761.53,6092.22,1,0.2142,0
C02994,1435,57,8,916.17,7329.39,1,0.3493,0
C02995,678,377,5,486.75,2433.76,0,0.2325,0
C02996,1452,373,6,1410.24,8461.43,2,0.3813,1
C02997,544,296,9,832.69,7494.2,0,0.4373,0
C02998,291,76,8,576.06,4608.47,0,0.3267,0
C02999,1054,335,8,865.42,6923.38,0,0.1272,1
C03000,1311,389,7,447.36,3131.55,0,0.0507,1
C03001,258,263,9,473.8,4264.16,0,0.1535,0
C03002,1344,208,5,94.49,472.45,0,0.5944,1
C03003,998,130,4,933.76,3735.04,0,0.3152,1
C03004,711,226,7,1095.52,7668.67,1,0.324,0
C03005,256,264,5,1135.25,5676.25,0,0.4796,1
C03006,333,88,8,195.75,1565.98,0,0.2696,0
C03007,748,387,11,698.92,7688.08,0,0.1396,1
C03008,562,239,6,1112.35,6674.12,0,0.4078,0
C03009,1147,129,10,1001.62,10016.17,0,0.3343,0
C03010,519,21,2,2140.02,4280.04,2,0.1351,1
C03011,1006,68,10,885.7,8856.99,1,0.0206,0
C03012,726,289,10,788.48,7884.85,0,0.108,0
C03013,588,124,4,680.94,2723.77,0,0.3128,1
C03014,1249,72,5,948.78,4743.9,1,0.3078,0
C03015,691,311,4,1740.28,6961.13,2,0.4282,1
C03016,710,313,5,663.16,3315.81,1,0.1713,1
C03017,390,34,9,1032.84,9295.54,2,0.156,0
C03018,986,133,7,1399.69,9797.81,1,0.4292,0
C03019,638,371,5,284.75,1423.73,1,0.1203,1
C03020,59,48,3,507.06,1521.17,2,0.5709,1
C03021,1359,285,8,561.17,4489.33,0,0.0837,0
C03022,705,146,6,395.3,2371.83,2,0.7334,0
C03023,1268,243,7,606.66,4246.65,2,0.3019,0
C03024,97,243,4,259.51,1038.04,0,0.1936,0
C03025,173,70,9,1527.85,13750.68,2,0.7226,0
C03026,582,278,5,494.48,2472.4,0,0.2716,0
C03027,298,217,4,631.69,2526.74,0,0.2625,1
C03028,75,134,6,554.38,3326.25,1,0.163,1
C03029,84,6,5,917.76,4588.8,0,0.257,0
C03030,1022,399,3,419.38,1258.13,0,0.3783,1
C03031,641,227,9,1749.11,15741.99,0,0.1796,0
C03032,262,131,8,1009.78,8078.23,0,0.0734,1
C03033,1247,119,6,1473.96,8843.77,0,0.152,0
C03034,615,136,5,1928.35,9641.73,2,0.167,0
C03035,880,214,5,731.18,3655.91,1,0.3335,1
C03036,445,375,8,495.91,3967.28,2,0.3848,1
C03037,376,144,4,1456.87,5827.48,0,0.194,1
C03038,1455,332,4,1122.76,4491.05,0,0.0675,1
C03039,608,176,9,1920.16,17281.42,1,0.1817,0
C03040,1260,213,5,576.42,2882.1,1,0.222,0
C03041,167,223,7,1127.76,7894.29,1,0.2423,1
C03042,395,358,5,729.69,3648.45,1,0.4194,1
C03043,594,381,3,1339.33,4017.98,0,0.1624,1
C03044,598,231,6,1217.03,7302.21,1,0.2751,1
C03045,580,393,2,942.84,1885.67,1,0.3717,1
C03046,690,174,8,451.87,3614.97,0,0.144,1
C03047,423,245,7,510.47,3573.31,1,0.1703,0
C03048,1055,347,9,603.6,5432.42,0,0.0231,0
C03049,339,56,3,1841.15,5523.45,0,0.1478,1
C03050,1104,308,5,692.62,3463.11,1,0.4791,1
C03051,347,18,6,1033.79,6202.77,0,0.3938,0
C03052,868,24,8,1678.31,13426.5,1,0.2178,0
C03053,241,397,6,448.77,2692.63,0,0.2866,1
C03054,912,34,4,2174.46,8697.86,0,0.2104,0
C03055,232,252,9,1014.8,9133.21,1,0.2862,0
C03056,512,255,6,750.26,4501.59,1,0.4628,1
C03057,1469,239,6,403.15,2418.87,1,0.3961,1
C03058,282,36,7,2224.68,15572.73,2,0.4044,1
C03059,989,16,3,1112.86,3338.59,0,0.5263,0
C03060,1472,10,3,715.45,2146.36,2,0.5061,1
C03061,972,376,10,1020.96,10209.62,1,0.3057,1
C03062,684,299,9,514.33,4628.95,0,0.1703,0
C03063,608,63,7,1407.31,9851.19,0,0.3939,0
C03064,578,189,4,1156.13,4624.52,1,0.4186,1
C03065,275,216,5,1178.34,5891.7,2,0.1098,1
C03066,644,156,1,1698.34,1698.34,1,0.1853,1
C03067,747,120,5,585.96,2929.81,0,0.475,0
C03068,665,47,6,700.56,4203.36,0,0.3689,0
C03069,581,153,4,615.39,2461.56,0,0.0236,0
C03070,1455,13,6,1513.92,9083.54,0,0.257,0
C03071,386,131,8,1691.36,13530.85,0,0.4412,0
C03072,1244,280,6,861.91,5171.46,2,0.1793,1
C03073,1147,104,8,337.35,2698.81,0,0.1116,0
C03074,1133,390,3,323.19,969.58,1,0.2712,1
C03075,373,104,8,553.83,4430.63,0,0.3033,0
C03076,1430,348,7,694.19,4859.34,0,0.4243,0
C03077,1087,32,7,438.48,3069.33,0,0.3105,0
C03078,30,226,9,843.74,7593.66,1,0.5218,0
C03079,215,8,8,571.78,4574.24,1,0.075,0
C03080,976,183,4,1650.58,6602.31,0,0.4637,0
C03081,762,161,7,1083.4,7583.81,0,0.1857,0
C03082,837,39,7,2178.24,15247.71,2,0.404,0
C03083,1027,32,6,804.5,4827.0,0,0.5338,0
C03084,815,284,8,2019.92,16159.4,0,0.2386,0
C03085,1041,138,10,877.94,8779.44,0,0.4613,1
C03086,253,96,8,593.57,4748.58,1,0.4217,0
C03087,1470,96,7,869.66,6087.59,0,0.43,0
C03088,717,193,4,532.8,2131.21,0,0.6389,1
C03089,695,199,5,762.04,3810.21,1,0.1258,1
C03090,1446,312,9,543.94,4895.49,0,0.3295,0
C03091,585,252,5,669.85,3349.27,1,0.622,1
C03092,988,274,5,1331.16,6655.8,0,0.5908,1
C03093,1124,155,9,836.82,7531.35,0,0.2481,0
C03094,851,370,7,608.48,4259.37,0,0.305,1
C03095,124,183,8,363.05,2904.44,0,0.3281,0
C03096,374,330,6,766.03,4596.19,1,0.2824,1
C03097,752,395,7,1366.45,9565.14,0,0.5978,0
C03098,1028,298,5,1909.48,9547.42,0,0.2387,0
C03099,1310,175,6,587.02,3522.11,0,0.6139,0
C03100,252,383,4,1437.89,5751.58,0,0.3418,1
C03101,419,166,8,2094.3,16754.41,1,0.126,0
C03102,846,26,5,1971.7,9858.48,2,0.0547,0
C03103,768,227,10,1523.88,15238.78,3,0.1025,0
C03104,167,223,9,1901.03,17109.31,0,0.3676,1
C03105,268,12,4,1165.49,4661.98,1,0.1385,1
C03106,722,344,3,2337.19,7011.56,0,0.3735,1
C03107,1418,196,8,2182.69,17461.54,2,0.388,1
C03108,141,336,7,1326.53,9285.68,1,0.5183,1
C03109,1277,16,6,1056.83,6341.0,2,0.0707,0
C03110,1240,106,7,765.81,5360.7,0,0.2735,0
C03111,1156,110,5,1606.01,8030.03,0,0.3149,0
C03112,258,323,7,197.42,1381.94,1,0.3351,1
C03113,246,311,6,251.26,1507.53,0,0.3629,1
C03114,540,18,8,371.16,2969.31,1,0.3695,0
C03115,770,82,4,761.13,3044.51,0,0.1717,0
C03116,1014,73,5,1293.6,6467.99,1,0.1903,0
C03117,344,196,6,574.75,3448.52,1,0.3993,0
C03118,1253,296,6,710.65,4263.88,1,0.4205,1
C03119,1379,277,9,3360.49,30244.43,0,0.075,0
C03120,1309,28,6,989.91,5939.48,1,0.2875,0
C03121,1396,391,6,3733.68,22402.07,0,0.0781,1
C03122,1469,364,6,725.72,4354.32,0,0.1549,1
C03123,1103,256,4,695.19,2780.75,1,0.0624,0
C03124,160,362,3,2553.7,7661.09,0,0.409,1
C03125,997,353,2,697.94,1395.88,1,0.2156,1
C03126,1059,359,8,689.56,5516.47,0,0.4904,0
C03127,388,81,9,212.88,1915.95,0,0.2876,0
C03128,52,257,4,1086.61,4346.46,1,0.1248,1
C03129,137,30,3,909.92,2729.76,2,0.5073,1
C03130,1188,6,10,652.57,6525.71,0,0.3244,0
C03131,1262,196,6,1769.93,10619.59,0,0.5014,0
C03132,129,381,8,1382.82,11062.54,1,0.3138,1
C03133,380,228,7,527.12,3689.85,1,0.1925,0
C03134,896,374,4,1153.41,4613.62,0,0.4478,0
C03135,422,128,6,929.11,5574.66,1,0.1549,1
C03136,852,263,4,1433.2,5732.8,0,0.1762,0
C03137,407,287,3,2359.69,7079.07,1,0.2922,1
C03138,818,24,6,538.97,3233.82,0,0.2044,0
C03139,541,220,6,642.81,3856.85,1,0.0297,1
C03140,125,323,5,984.96,4924.79,0,0.0831,0
C03141,506,235,6,651.58,3909.46,1,0.1309,1
C03142,1066,347,3,1417.68,4253.04,0,0.1984,0
C03143,406,358,7,868.51,6079.57,0,0.3936,0
C03144,437,399,9,679.71,6117.4,1,0.3538,1
C03145,218,66,5,1118.43,5592.14,3,0.2694,1
C03146,212,257,7,661.88,4633.16,0,0.354,1
C03147,1170,130,8,1560.16,12481.25,0,0.0317,0
C03148,48,71,3,630.07,1890.21,2,0.3044,1
C03149,1416,304,8,1211.41,9691.3,1,0.4646,0
C03150,1494,387,7,269.87,1889.06,1,0.1057,0
C03151,252,198,6,1530.41,9182.49,0,0.2162,0
C03152,1128,133,7,2231.78,15622.47,2,0.1186,1
C03153,877,354,4,92.34,369.37,3,0.1556,0
C03154,1297,7,6,584.24,3505.46,0,0.2075,1
C03155,676,63,4,983.96,3935.85,0,0.0622,0
C03156,144,253,6,1139.3,6835.83,0,0.2279,1
C03157,689,182,2,1513.17,3026.34,0,0.3447,0
C03158,122,5,5,760.65,3803.25,0,0.1705,0
C03159,1140,307,6,2089.9,12539.42,1,0.2014,0
C03160,526,337,10,1136.76,11367.63,0,0.2393,1
C03161,1138,250,4,3617.52,14470.09,0,0.196,0
C03162,1087,284,5,781.52,3907.59,0,0.3098,0
C03163,122,58,9,2004.51,18040.59,1,0.1335,0
C03164,892,49,6,742.4,4454.41,0,0.0347,1
C03165,1341,279,6,532.14,3192.83,0,0.1875,1
C03166,1095,152,8,797.52,6380.17,1,0.3544,0
C03167,49,218,4,467.25,1868.99,2,0.0329,1
C03168,726,339,5,1423.02,7115.09,2,0.024,1
C03169,674,389,5,1351.4,6757.02,1,0.1663,1
C03170,95,19,6,1115.82,6694.9,0,0.243,0
C03171,167,253,6,763.86,4583.19,0,0.2741,1
C03172,1009,357,3,341.53,1024.59,2,0.1395,1
C03173,1009,127,5,2013.43,10067.17,1,0.3564,1
C03174,821,224,9,1300.49,11704.45,0,0.1135,1
C03175,641,216,3,880.57,2641.71,0,0.6166,1
C03176,385,301,8,1256.69,10053.53,1,0.2625,1
C03177,235,53,9,1481.78,13336.02,0,0.2139,1
C03178,1151,157,9,2059.4,18534.56,0,0.1317,0
C03179,526,299,4,1291.1,5164.39,1,0.0866,1
C03180,1044,182,4,402.16,1608.62,1,0.359,0
C03181,411,343,9,363.21,3268.92,1,0.294,0
C03182,686,108,3,752.22,2256.66,1,0.2449,1
C03183,991,234,6,1296.68,7780.07,0,0.1626,0
C03184,1095,361,6,1790.57,10743.44,1,0.1363,1
C03185,1014,226,6,714.87,4289.23,0,0.2415,0
C03186,983,283,3,985.05,2955.16,0,0.1847,0
C03187,837,43,3,458.87,1376.6,0,0.0503,0
C03188,1324,100,6,542.66,3255.95,1,0.1549,0
C03189,1175,72,6,2105.87,12635.23,0,0.2623,0
C03190,49,331,5,2121.73,10608.64,0,0.3709,1
C03191,62,383,5,1730.54,8652.72,0,0.3252,1
C03192,1184,398,7,599.53,4196.7,1,0.3702,1
C03193,994,158,4,1507.16,6028.65,0,0.1028,1
C03194,263,92,8,490.02,3920.16,0,0.2364,0
C03195,990,310,4,382.76,1531.05,1,0.1765,0
C03196,333,154,3,1257.74,3773.23,0,0.2199,1
C03197,709,356,5,992.45,4962.27,0,0.4459,1
C03198,199,104,5,790.69,3953.47,0,0.0475,0
C03199,1262,36,5,457.61,2288.07,0,0.0353,0
C03200,32,103,3,1101.74,3305.21,1,0.1428,1
C03201,138,355,4,656.24,2624.94,1,0.197,1
C03202,1459,119,3,945.81,2837.44,0,0.2267,0
C03203,1148,68,8,1229.52,9836.17,1,0.4196,0
C03204,426,249,5,1441.18,7205.89,0,0.133,1
C03205,491,308,7,1802.56,12617.92,1,0.461,1
C03206,208,206,9,362.2,3259.76,0,0.3871,0
C03207,76,107,3,997.19,2991.58,2,0.066,1
C03208,115,364,11,1570.39,17274.28,1,0.22,0
C03209,64,339,5,2066.84,10334.18,1,0.1085,1
C03210,1212,245,9,276.64,2489.8,1,0.1161,0
C03211,389,183,8,859.68,6877.41,0,0.1269,0
C03212,710,321,3,877.25,2631.76,3,0.1859,1
C03213,892,185,3,785.24,2355.72,2,0.1511,1
C03214,1037,239,5,1042.57,5212.84,0,0.3292,0
C03215,935,232,6,943.03,5658.15,0,0.4039,1
C03216,750,213,8,963.37,7706.93,2,0.08,1
C03217,197,340,5,601.78,3008.92,0,0.0888,1
C03218,695,166,3,882.22,2646.67,1,0.4567,0
C03219,456,119,8,278.01,2224.11,1,0.1724,0
C03220,440,202,7,703.4,4923.77,0,0.2602,0
C03221,181,391,8,600.26,4802.12,1,0.1062,1
C03222,333,195,7,606.78,4247.45,0,0.1734,0
C03223,1259,333,5,1473.81,7369.07,0,0.0367,1
C03224,852,352,5,1678.46,8392.3,2,0.0931,0
C03225,1283,154,6,184.34,1106.02,2,0.1921,1
C03226,1182,210,9,478.65,4307.86,0,0.4083,0
C03227,330,10,5,678.94,3394.69,0,0.405,0
C03228,1491,158,3,909.37,2728.1,2,0.3879,1
C03229,1351,70,3,363.07,1089.21,0,0.6406,0
C03230,1039,49,3,1823.42,5470.27,0,0.2337,0
C03231,150,222,3,976.31,2928.94,0,0.1262,1
C03232,1133,251,2,1019.41,2038.83,2,0.2517,1
C03233,820,332,2,1025.08,2050.16,0,0.1106,1
C03234,1357,228,4,1377.15,5508.6,0,0.1666,0
C03235,1084,377,8,603.96,4831.71,0,0.2131,0
C03236,46,93,8,531.15,4249.16,1,0.1085,0
C03237,618,152,6,577.64,3465.82,0,0.3054,0
C03238,130,356,9,1987.07,17883.6,1,0.6035,1
C03239,170,16,6,1154.77,6928.61,1,0.2701,0
C03240,43,273,4,283.58,1134.32,0,0.3042,1
C03241,1154,282,10,481.16,4811.63,1,0.6815,0
C03242,381,118,6,424.84,2549.06,0,0.302,0
C03243,1187,124,9,520.78,4686.99,1,0.1575,0
C03244,1113,218,9,92.11,829.01,0,0.3065,0
C03245,511,237,4,2473.93,9895.71,1,0.2936,1
C03246,987,56,5,1486.64,7433.2,0,0.2425,0
C03247,62,160,2,3549.52,7099.05,0,0.401,1
C03248,324,327,8,884.03,7072.22,2,0.4283,1
C03249,1382,252,5,811.15,4055.76,0,0.4913,0
C03250,84,53,4,762.26,3049.04,0,0.0854,0
C03251,149,99,7,317.91,2225.36,0,0.2966,0
C03252,977,14,4,1503.01,6012.02,0,0.1484,0
C03253,414,62,3,2323.81,6971.42,2,0.2994,1
C03254,432,22,3,435.4,1306.19,1,0.1507,0
C03255,670,68,5,867.56,4337.81,0,0.1006,0
C03256,1436,311,6,897.77,5386.63,0,0.4758,0
C03257,685,367,4,245.44,981.77,0,0.7335,1
C03258,596,366,3,1854.55,5563.65,0,0.1598,1
C03259,797,346,5,1072.22,5361.09,1,0.3868,0
C03260,856,11,4,1947.04,7788.18,1,0.1932,0
C03261,339,340,5,521.25,2606.27,0,0.1847,1
C03262,142,260,4,1764.66,7058.66,1,0.5386,1
C03263,600,245,5,1870.04,9350.21,1,0.4492,0
C03264,802,35,4,1126.93,4507.73,1,0.1054,1
C03265,1400,163,6,428.5,2571.0,0,0.0964,1
C03266,449,116,7,447.16,3130.1,1,0.0399,0
C03267,1332,89,8,1748.12,13984.99,2,0.0683,0
C03268,641,254,5,1841.07,9205.35,0,0.3376,1
C03269,163,260,5,440.65,2203.27,1,0.0607,0
C03270,81,46,2,1240.42,2480.85,0,0.4768,1
C03271,1178,127,5,1423.58,7117.9,0,0.3082,1
C03272,806,208,8,1697.49,13579.92,1,0.061,0
C03273,839,238,2,1866.49,3732.98,0,0.3401,1
C03274,1180,101,2,285.66,571.31,0,0.2116,1
C03275,79,143,4,853.11,3412.46,1,0.4163,1
C03276,149,153,7,399.7,2797.92,0,0.4458,0
C03277,1188,5,5,2140.02,10700.08,1,0.1004,0
C03278,634,280,6,506.05,3036.28,2,0.1146,1
C03279,257,248,8,213.06,1704.49,1,0.2472,0
C03280,1106,348,10,1241.12,12411.22,2,0.2999,1
C03281,388,395,4,1838.71,7354.84,0,0.2924,1
C03282,783,281,8,909.2,7273.63,1,0.2052,0
C03283,141,189,8,350.63,2805.03,1,0.507,0
C03284,440,53,4,580.75,2323.0,0,0.2417,0
C03285,1155,60,7,1115.25,7806.72,2,0.4241,0
C03286,67,40,5,1132.67,5663.33,0,0.4037,0
C03287,1068,298,7,809.75,5668.22,0,0.2082,0
C03288,84,176,5,1132.64,5663.19,0,0.3495,0
C03289,1258,201,7,942.64,6598.47,0,0.5988,0
C03290,1308,336,4,77.81,311.24,1,0.1949,1
C03291,774,284,7,729.07,5103.51,0,0.201,0
C03292,1222,217,7,1521.55,10650.84,0,0.1376,0
C03293,663,352,4,696.39,2785.56,0,0.163,0
C03294,1020,244,8,705.61,5644.92,0,0.3754,0
C03295,840,111,7,1795.3,12567.1,0,0.6113,0
C03296,826,337,7,2698.7,18890.93,0,0.07,1
C03297,40,103,5,517.84,2589.22,1,0.1065,0
C03298,918,5,6,729.1,4374.62,1,0.2874,1
C03299,1173,187,5,1119.64,5598.19,0,0.09,0
C03300,1452,331,9,731.08,6579.71,2,0.2458,0
C03301,1247,34,5,817.58,4087.88,0,0.1679,0
C03302,591,332,8,656.73,5253.87,0,0.5147,0
C03303,117,40,5,1770.24,8851.19,0,0.5027,0
C03304,96,318,5,2178.84,10894.2,0,0.5628,1
C03305,1367,203,5,940.23,4701.13,0,0.4221,1
C03306,1059,214,3,1342.97,4028.92,0,0.3037,0
C03307,634,158,4,609.28,2437.12,0,0.5554,0
C03308,146,332,4,373.24,1492.94,0,0.2124,1
C03309,377,159,5,4919.08,24595.39,0,0.2216,0
C03310,332,227,5,712.81,3564.06,0,0.4723,0
C03311,87,257,9,1493.48,13441.3,0,0.3709,1
C03312,417,50,4,1143.05,4572.18,1,0.0807,0
C03313,1471,372,6,2594.9,15569.38,3,0.2419,1
C03314,1371,83,4,520.11,2080.42,0,0.5172,1
C03315,1006,374,4,789.43,3157.73,0,0.1697,1
C03316,446,259,14,489.88,6858.32,1,0.0296,0
C03317,936,161,7,407.82,2854.72,0,0.0716,0
C03318,341,365,6,918.96,5513.78,1,0.5353,1
C03319,245,259,7,267.99,1875.94,1,0.1783,1
C03320,385,191,7,1035.86,7251.02,0,0.3285,1
C03321,1210,159,4,489.15,1956.59,2,0.2997,0
C03322,1237,73,6,1776.92,10661.51,1,0.3873,0
C03323,896,297,6,2468.2,14809.2,1,0.2992,1
C03324,1324,144,6,191.21,1147.29,0,0.4544,0
C03325,552,201,4,876.98,3507.93,0,0.1035,0
C03326,85,0,10,386.87,3868.66,1,0.4534,0
C03327,950,50,5,504.97,2524.86,0,0.1587,0
C03328,1121,47,7,354.49,2481.41,0,0.4763,1
C03329,234,218,8,688.44,5507.5,0,0.6041,0
C03330,197,203,7,720.65,5044.57,0,0.3026,0
C03331,654,397,10,739.63,7396.35,1,0.2729,0
C03332,968,134,4,415.18,1660.71,1,0.0527,0
C03333,261,108,7,198.56,1389.91,0,0.3771,0
C03334,1000,208,3,1042.06,3126.18,0,0.2456,0
C03335,198,307,7,2627.09,18389.64,1,0.2473,1
C03336,488,214,10,1331.37,13313.67,0,0.1084,0
C03337,1491,114,5,1623.43,8117.16,0,0.1285,1
C03338,106,141,5,721.91,3609.53,2,0.1482,0
C03339,449,290,5,1008.32,5041.59,0,0.2136,0
C03340,483,318,2,1221.5,2443.0,3,0.548,1
C03341,46,189,4,277.9,1111.58,1,0.1428,1
C03342,1003,232,6,631.08,3786.45,0,0.4242,1
C03343,351,285,6,876.82,5260.93,0,0.5835,1
C03344,577,3,9,808.39,7275.5,1,0.4175,0
C03345,568,333,3,442.23,1326.7,0,0.2726,1
C03346,1240,171,10,1456.52,14565.23,0,0.1073,0
C03347,49,7,5,1067.22,5336.12,0,0.1407,1
C03348,660,346,10,1202.6,12026.04,1,0.0408,1
C03349,953,256,6,1236.36,7418.19,0,0.2323,0
C03350,1299,311,5,658.54,3292.7,1,0.4986,1
C03351,797,26,7,2738.98,19172.85,0,0.4018,0
C03352,250,188,9,1750.72,15756.52,0,0.6302,1
C03353,530,379,6,836.83,5020.96,0,0.1483,1
C03354,455,149,4,605.31,2421.23,0,0.1966,0
C03355,1335,206,3,419.05,1257.16,0,0.5751,0
C03356,1013,156,4,1025.43,4101.7,0,0.5197,0
C03357,387,116,2,1828.43,3656.87,1,0.1689,1
C03358,1039,343,5,504.75,2523.74,2,0.2333,1
C03359,164,269,6,918.71,5512.26,0,0.1837,0
C03360,1173,200,4,1056.16,4224.63,0,0.0495,1
C03361,182,272,5,667.65,3338.27,2,0.6305,1
C03362,106,188,2,1227.25,2454.49,2,0.0782,1
C03363,1194,183,3,472.12,1416.36,0,0.2231,0
C03364,823,221,7,247.21,1730.45,1,0.118,1
C03365,531,360,1,1769.77,1769.77,1,0.1875,1
C03366,330,270,6,753.64,4521.81,0,0.2305,1
C03367,1356,385,7,1024.57,7172.01,0,0.4616,1
C03368,1009,371,7,1046.12,7322.84,2,0.0236,1
C03369,148,183,10,1152.63,11526.32,0,0.5514,1
C03370,370,34,10,1395.95,13959.55,1,0.3473,0
C03371,824,285,7,305.36,2137.55,0,0.3966,0
C03372,954,196,8,411.33,3290.6,1,0.4896,1
C03373,457,2,7,326.26,2283.85,2,0.2152,0
C03374,147,24,5,1021.46,5107.3,0,0.4357,0
C03375,1413,122,7,440.29,3082.02,1,0.3442,0
C03376,1332,134,9,691.5,6223.48,0,0.2877,0
C03377,731,334,8,704.18,5633.44,1,0.3997,0
C03378,435,230,2,2747.3,5494.6,0,0.1306,0
C03379,430,49,5,224.15,1120.73,0,0.3346,0
C03380,314,211,3,892.62,2677.87,1,0.1807,1
C03381,77,13,7,383.21,2682.5,0,0.4096,0
C03382,1498,191,8,2279.36,18234.91,1,0.0655,0
C03383,748,273,6,1095.95,6575.71,1,0.325,1
C03384,367,156,4,405.59,1622.34,0,0.3325,0
C03385,257,149,5,1479.71,7398.54,1,0.3132,1
C03386,753,371,7,703.13,4921.91,0,0.2787,0
C03387,139,355,5,2917.89,14589.46,0,0.3178,1
C03388,1250,204,6,1673.36,10040.16,0,0.0716,1
C03389,251,385,6,2092.74,12556.46,0,0.3384,0
C03390,1406,248,6,1095.44,6572.67,2,0.5853,1
C03391,798,138,5,398.98,1994.91,0,0.4229,0
C03392,673,56,7,180.62,1264.32,1,0.372,0
C03393,392,388,10,1196.13,11961.34,2,0.2789,1
C03394,926,24,3,416.18,1248.55,1,0.2363,0
C03395,651,277,10,798.43,7984.27,1,0.2931,1
C03396,467,270,10,1635.46,16354.57,1,0.412,0
C03397,799,178,3,379.71,1139.14,2,0.4001,1
C03398,91,321,10,728.1,7280.96,1,0.319,1
C03399,102,218,8,1648.89,13191.12,1,0.1137,0
C03400,1485,177,9,876.85,7891.67,0,0.3762,0
C03401,848,360,1,358.15,358.15,1,0.2607,1
C03402,1308,51,8,921.55,7372.41,0,0.2794,0
C03403,690,39,4,790.96,3163.83,0,0.6187,0
C03404,1336,40,3,1507.0,4521.0,1,0.3077,1
C03405,847,140,7,412.24,2885.7,0,0.3947,0
C03406,957,314,7,1790.67,12534.7,0,0.3791,0
C03407,1058,153,5,1135.15,5675.75,2,0.2244,0
C03408,384,83,12,852.44,10229.27,1,0.5578,0
C03409,1074,163,9,740.74,6666.66,0,0.1714,1
C03410,127,98,5,1580.32,7901.62,0,0.1443,0
C03411,1052,243,8,503.78,4030.25,4,0.3664,1
C03412,753,185,5,1013.58,5067.91,0,0.2579,1
C03413,141,77,8,736.09,5888.7,1,0.3649,1
C03414,380,267,12,2063.09,24757.12,1,0.1544,1
C03415,1359,232,8,1507.53,12060.25,0,0.446,1
C03416,713,382,12,861.76,10341.17,0,0.0777,0
C03417,1221,375,7,732.21,5125.47,1,0.5135,1
C03418,1123,171,8,255.91,2047.3,0,0.0546,0
C03419,1322,191,8,979.75,7837.98,0,0.1915,0
C03420,1109,296,6,424.71,2548.24,0,0.0704,1
C03421,282,166,8,1310.94,10487.49,0,0.3093,1
C03422,929,237,9,444.48,4000.31,2,0.648,1
C03423,892,47,5,1482.95,7414.77,0,0.1366,0
C03424,1494,154,6,695.17,4171.05,0,0.5249,1
C03425,1400,294,6,509.66,3057.97,0,0.3774,1
C03426,861,385,6,1267.23,7603.35,0,0.1405,1
C03427,1401,278,5,758.36,3791.79,0,0.1177,0
C03428,1414,39,6,1029.12,6174.75,1,0.2804,0
C03429,576,260,7,1110.67,7774.68,0,0.2558,0
C03430,519,73,5,524.54,2622.69,0,0.2231,0
C03431,1283,383,3,1389.55,4168.65,1,0.5424,1
C03432,991,179,2,265.56,531.12,1,0.0638,1
C03433,709,156,7,349.95,2449.62,1,0.3918,0
C03434,1373,279,4,1651.03,6604.1,2,0.3651,1
C03435,150,226,11,582.86,6411.46,0,0.5916,0
C03436,926,145,5,1213.23,6066.13,0,0.5375,0
C03437,1460,362,5,143.52,717.61,1,0.2419,1
C03438,1270,253,9,2047.99,18431.89,1,0.0169,0
C03439,483,292,4,898.85,3595.42,0,0.5646,0
C03440,1288,197,7,1981.52,13870.62,0,0.0136,0
C03441,453,257,4,676.46,2705.82,1,0.0946,0
C03442,45,393,6,744.95,4469.7,2,0.2659,1
C03443,1352,263,5,1300.48,6502.4,2,0.1472,0
C03444,1318,151,7,1192.54,8347.79,1,0.2374,0
C03445,1123,109,9,2031.64,18284.79,1,0.1929,0
C03446,1334,352,9,243.29,2189.58,1,0.4091,0
C03447,564,39,5,1164.3,5821.48,0,0.2168,0
C03448,244,299,5,452.71,2263.56,2,0.1958,1
C03449,1203,16,3,192.8,578.41,0,0.5987,0
