tenure_days,recency_days,frequency,avg_order_value,monetary_value,churned
231,231,1,178.95,178.95,1
14,14,1,156.51,156.51,1
143,59,2,753.06,1506.12,1
246,246,1,119.3,119.3,1
90,63,2,703.88,1407.76,0
218,25,5,370.06,1850.29,0
273,2,10,159.26,1592.58,0
262,262,1,290.51,290.51,1
80,80,1,113.12,113.12,1
241,44,8,273.97,2191.78,0
273,63,4,501.59,2006.36,0
157,45,2,348.99,697.98,0
267,11,12,282.72,3392.59,0
281,2,11,330.91,3640.02,0
109,109,1,178.39,178.39,1
234,17,5,519.9,2599.49,0
274,0,7,479.75,3358.22,0
280,171,4,608.75,2435.01,0
276,21,9,414.16,3727.4,0
198,198,1,574.02,574.02,1
276,72,6,81.98,491.9,0
56,0,2,328.54,657.07,0
3,3,1,205.3,205.3,1
182,182,1,310.47,310.47,1
281,2,65,708.01,46020.75,0
262,11,3,264.93,794.8,0
18,18,1,52.0,52.0,1
107,107,1,327.97,327.97,1
24,24,1,233.54,233.54,0
234,234,1,165.0,165.0,1
191,191,1,204.5,204.5,1
199,199,1,1159.47,1159.47,0
11,11,1,161.74,161.74,1
241,241,1,311.71,311.71,1
79,42,2,377.0,754.0,0
277,274,4,415.26,1661.06,1
116,116,1,1028.56,1028.56,1
81,64,3,115.96,347.87,1
226,226,1,257.9,257.9,0
37,37,1,406.09,406.09,1
240,240,1,252.42,252.42,1
274,274,1,201.6,201.6,1
95,66,2,231.96,463.91,1
281,281,1,115.65,115.65,1
277,277,1,274.67,274.67,0
275,162,2,385.06,770.12,1
276,13,8,278.9,2231.17,0
273,28,15,375.99,5639.81,0
269,269,1,418.92,418.92,1
280,280,1,326.0,326.0,1
162,3,2,456.6,913.19,1
223,4,2,480.64,961.28,0
266,266,1,105.54,105.54,0
183,153,2,708.09,1416.18,0
240,49,4,378.36,1513.46,0
45,45,1,2007.4,2007.4,1
279,23,9,187.43,1686.9,0
36,36,1,168.0,168.0,1
130,25,2,488.61,977.22,0
266,77,7,529.04,3703.29,1
273,49,2,291.28,582.56,0
176,121,2,298.42,596.85,1
203,92,4,531.78,2127.12,0
267,77,2,321.2,642.41,1
94,94,1,394.14,394.14,1
178,178,1,140.54,140.54,1
80,80,1,500.0,500.0,1
268,268,1,338.98,338.98,0
189,189,1,124.1,124.1,0
266,112,2,718.22,1436.44,0
233,233,1,107.45,107.45,1
20,20,1,288.18,288.18,1
197,197,1,94.0,94.0,1
186,0,5,143.24,716.2,1
104,56,2,313.18,626.35,1
97,97,1,349.1,349.1,1
209,209,1,252.29,252.29,0
213,91,3,246.91,740.73,0
172,172,1,267.18,267.18,1
169,7,7,441.34,3089.41,0
90,32,2,191.1,382.21,0
79,79,1,190.53,190.53,1
150,150,1,36.2,36.2,0
221,221,1,559.61,559.61,1
190,63,3,1048.11,3144.33,0
218,123,3,246.45,739.36,0
231,231,2,48.85,97.7,1
162,162,2,191.67,383.34,1
277,165,2,317.06,634.13,0
175,121,2,266.65,533.3,1
108,15,3,195.76,587.28,0
142,142,1,484.1,484.1,0
170,170,1,200.16,200.16,1
39,39,1,156.58,156.58,1
116,44,2,118.83,237.66,0
156,156,1,594.0,594.0,1
228,17,2,342.4,684.8,0
172,172,1,113.5,113.5,1
238,238,1,155.17,155.17,1
220,220,1,494.64,494.64,1
169,93,2,323.85,647.7,0
172,172,1,237.0,237.0,0
95,0,4,175.3,701.2,0
270,270,1,179.1,179.1,1
267,191,3,144.86,434.59,1
170,170,1,237.07,237.07,1
262,262,1,214.26,214.26,1
95,2,3,78.2,234.6,1
246,246,1,1044.65,1044.65,1
277,46,15,399.48,5992.13,0
60,53,2,201.28,402.56,0
28,28,1,304.3,304.3,0
21,21,1,371.56,371.56,1
24,24,1,905.5,905.5,1
266,73,4,482.08,1928.3,0
174,69,4,56.32,225.26,1
281,244,2,634.07,1268.13,0
1,0,1,91.32,91.32,1
119,119,1,348.26,348.26,0
143,3,6,516.68,3100.09,1
178,57,3,428.98,1286.95,0
29,29,1,1119.88,1119.88,0
227,227,1,970.6,970.6,0
274,28,19,480.34,9126.37,0
277,31,5,1191.11,5955.53,0
270,270,1,141.04,141.04,1
63,21,3,697.05,2091.14,0
46,46,1,208.77,208.77,0
79,79,1,475.86,475.86,1
143,97,6,166.71,1000.27,1
238,238,1,250.0,250.0,1
267,63,2,60.5,121.0,1
281,2,17,667.77,11352.14,0
272,133,6,416.99,2501.94,0
141,141,1,267.03,267.03,1
240,32,7,229.12,1603.86,0
162,2,7,332.4,2326.78,0
281,281,1,274.93,274.93,0
262,52,5,266.16,1330.79,0
162,162,1,229.33,229.33,1
274,50,8,298.08,2384.68,0
154,57,3,387.9,1163.69,0
266,39,3,401.53,1204.59,0
235,81,4,125.72,502.9,1
71,71,1,110.92,110.92,1
22,22,1,85.13,85.13,1
196,196,1,127.86,127.86,1
280,27,7,396.05,2772.37,0
279,279,1,135.33,135.33,0
270,18,8,343.14,2745.16,0
224,65,2,809.94,1619.88,0
209,14,3,144.43,433.28,0
125,125,1,90.12,90.12,1
185,185,1,217.2,217.2,1
277,11,10,280.84,2808.38,0
123,57,3,149.89,449.67,0
259,259,1,134.55,134.55,1
266,108,2,367.81,735.62,0
240,11,5,275.14,1375.71,1
277,49,9,312.22,2809.98,0
186,17,4,388.2,1552.79,0
280,85,4,168.91,675.64,1
213,59,3,86.29,258.88,1
70,70,1,127.1,127.1,1
221,221,1,195.35,195.35,0
274,64,10,71.74,717.43,1
128,8,2,270.76,541.51,0
70,70,1,150.4,150.4,0
84,84,1,455.3,455.3,1
259,50,2,228.42,456.84,0
218,163,3,159.51,478.53,1
142,1,2,394.11,788.22,0
273,8,5,281.32,1406.59,1
112,112,1,448.83,448.83,0
280,30,11,507.77,5585.46,0
276,108,5,108.59,542.95,0
281,160,3,230.06,690.18,0
232,27,8,304.92,2439.38,0
244,244,1,104.76,104.76,1
28,28,1,285.68,285.68,0
92,92,1,298.48,298.48,1
242,11,7,133.16,932.14,0
267,13,19,387.78,7367.85,0
44,0,3,139.68,419.04,0
266,128,2,437.5,875.01,0
190,105,5,520.4,2602.0,0
49,49,1,301.03,301.03,1
164,24,4,147.03,588.13,1
143,11,4,383.56,1534.26,1
237,237,1,281.88,281.88,0
274,6,5,325.08,1625.4,0
112,112,1,396.86,396.86,0
182,29,6,391.97,2351.84,0
190,190,1,306.7,306.7,0
42,42,1,425.32,425.32,1
280,29,11,803.34,8836.74,0
267,13,4,471.8,1887.2,1
190,99,3,221.33,664.0,1
169,74,4,200.88,803.54,1
280,65,3,149.21,447.64,1
175,112,2,319.75,639.5,1
275,244,2,408.0,816.0,1
168,168,1,227.32,227.32,0
23,0,2,438.72,877.44,1
151,151,1,560.67,560.67,1
192,86,3,187.88,563.63,0
280,98,5,204.82,1024.1,1
273,43,6,147.39,884.34,0
246,225,2,154.9,309.8,1
14,14,1,138.14,138.14,1
151,76,2,1111.1,2222.21,1
125,125,1,76.32,76.32,1
171,11,3,188.51,565.54,0
204,204,1,173.05,173.05,1
178,2,5,394.58,1972.89,0
235,64,3,671.57,2014.7,0
162,123,3,348.32,1044.95,0
188,63,2,112.7,225.39,0
191,191,1,897.8,897.8,0
90,62,2,130.13,260.26,0
274,274,1,478.89,478.89,0
188,91,3,234.41,703.22,0
25,25,1,193.75,193.75,1
238,94,5,335.89,1679.45,0
269,27,2,127.05,254.1,1
8,8,1,111.0,111.0,0
160,160,1,136.8,136.8,1
280,84,8,411.35,3290.78,0
174,174,2,204.99,409.98,1
234,128,6,271.66,1629.95,0
81,80,2,348.34,696.68,1
18,18,1,853.9,853.9,0
172,172,1,211.5,211.5,1
123,48,4,573.4,2293.62,1
109,109,1,143.1,143.1,1
24,24,1,450.05,450.05,0
277,46,6,431.56,2589.34,0
191,191,1,133.25,133.25,1
195,17,3,255.44,766.31,0
274,51,2,178.35,356.7,1
277,53,4,275.28,1101.11,1
142,142,1,150.3,150.3,1
245,7,11,369.12,4060.32,0
198,16,3,471.15,1413.45,0
272,272,1,190.7,190.7,1
192,109,2,109.12,218.25,1
267,15,6,764.9,4589.39,0
120,120,1,85.0,85.0,1
114,0,2,388.61,777.22,0
280,120,2,147.06,294.12,1
190,190,1,162.3,162.3,1
108,22,2,669.72,1339.45,1
150,55,5,176.19,880.93,0
280,4,13,296.42,3853.45,0
92,21,2,217.02,434.05,0
144,144,1,302.85,302.85,0
42,42,1,196.88,196.88,1
80,28,2,262.68,525.37,0
240,143,3,14844.77,44534.3,1
274,78,4,277.04,1108.18,0
280,1,6,348.9,2093.37,0
212,212,1,79.2,79.2,1
154,154,1,91.8,91.8,0
202,16,3,381.61,1144.83,0
157,60,3,119.96,359.89,0
125,125,1,261.36,261.36,0
266,126,3,84.35,253.04,1
184,15,5,655.32,3276.62,0
133,23,3,207.28,621.83,1
279,9,19,2203.35,41863.72,0
153,153,1,104.9,104.9,1
41,41,1,241.62,241.62,1
269,149,4,261.78,1047.11,1
265,91,3,158.43,475.28,1
213,45,2,105.65,211.3,0
203,65,4,416.46,1665.83,0
22,22,1,3147.64,3147.64,0
266,266,1,351.3,351.3,1
112,112,1,1223.24,1223.24,0
176,176,1,306.64,306.64,0
57,57,1,610.01,610.01,1
210,17,5,314.35,1571.77,0
212,21,3,730.8,2192.4,1
242,93,2,240.62,481.24,0
154,15,2,348.44,696.89,1
17,17,1,137.22,137.22,0
106,2,5,510.97,2554.84,0
272,14,11,322.59,3548.5,0
184,65,2,260.94,521.88,0
277,214,4,912.82,3651.27,1
210,92,4,99.8,399.21,0
204,78,3,453.73,1361.19,0
273,13,5,354.76,1773.8,0
225,15,5,360.23,1801.14,1
147,115,2,651.96,1303.91,1
167,48,4,468.68,1874.7,0
184,39,3,528.49,1585.47,0
227,227,1,206.98,206.98,1
267,267,1,440.2,440.2,0
80,80,1,532.94,532.94,1
118,118,1,720.0,720.0,0
280,22,13,122.94,1598.16,0
48,7,2,318.07,636.14,1
232,32,2,225.56,451.11,0
162,162,1,836.79,836.79,1
185,73,3,593.57,1780.72,0
238,45,3,225.17,675.51,0
275,16,12,1179.46,14153.5,0
56,56,1,299.18,299.18,0
80,80,1,241.74,241.74,0
246,126,2,306.63,613.26,0
211,211,1,118.95,118.95,1
245,52,5,505.35,2526.76,0
196,196,1,180.68,180.68,0
76,76,1,116.16,116.16,0
105,94,2,80.36,160.71,1
269,48,9,265.97,2393.69,0
171,44,5,142.45,712.24,1
273,3,17,661.57,11246.67,0
275,197,2,408.11,816.22,0
276,6,6,127.86,767.14,0
175,42,3,374.59,1123.76,0
281,20,3,219.91,659.73,0
100,100,1,9.2,9.2,0
224,6,3,319.29,957.86,0
121,121,1,313.93,313.93,0
9,9,1,211.89,211.89,1
277,21,12,245.07,2940.87,0
185,185,2,74.82,149.64,1
192,85,6,367.96,2207.75,0
277,277,1,329.03,329.03,1
272,220,5,100.28,501.39,1
276,106,4,128.52,514.08,1
1,1,1,349.35,349.35,1
277,64,2,200.38,400.77,1
134,134,1,509.13,509.13,1
277,161,2,128.8,257.6,1
57,57,1,179.17,179.17,1
102,102,2,104.3,208.59,1
276,134,4,249.48,997.94,0
276,276,1,56.25,56.25,1
62,62,1,110.49,110.49,0
203,135,2,320.82,641.64,0
163,52,4,199.43,797.71,0
118,84,2,238.8,477.59,0
81,81,1,191.94,191.94,1
224,7,5,132.67,663.36,0
141,86,2,132.31,264.62,1
274,99,5,169.39,846.95,0
155,155,1,123.1,123.1,1
179,98,2,167.12,334.23,1
276,276,1,214.08,214.08,0
62,62,3,54.52,163.55,1
80,80,1,323.03,323.03,1
281,281,1,369.5,369.5,1
280,280,1,127.08,127.08,1
102,102,1,207.15,207.15,1
197,15,6,314.32,1885.95,0
147,147,1,108.04,108.04,1
231,20,5,80.92,404.58,1
239,15,13,449.63,5845.25,0
219,219,1,35.8,35.8,1
41,41,1,337.44,337.44,1
184,184,1,325.1,325.1,1
273,273,1,181.0,181.0,1
267,14,2,545.69,1091.38,0
193,193,1,375.17,375.17,0
133,67,2,154.6,309.2,0
277,119,4,206.01,824.04,0
280,14,8,307.96,2463.65,0
275,275,1,156.19,156.19,0
226,226,1,161.9,161.9,0
93,93,1,308.7,308.7,0
211,211,1,314.1,314.1,1
219,16,7,300.64,2104.5,0
274,274,1,307.82,307.82,1
196,3,6,482.5,2895.01,0
128,73,2,213.82,427.64,1
162,162,1,760.18,760.18,0
219,45,6,409.7,2458.2,0
281,268,3,379.46,1138.37,0
276,8,7,258.22,1807.51,0
144,31,2,571.21,1142.42,1
276,28,6,198.94,1193.63,0
195,195,1,401.37,401.37,0
274,24,5,175.95,879.76,0
270,79,3,701.75,2105.26,0
267,42,3,597.97,1793.9,0
178,90,2,137.71,275.41,0
119,119,1,101.4,101.4,1
123,88,2,363.84,727.67,0
112,112,1,139.15,139.15,0
67,67,1,441.59,441.59,0
270,153,3,130.8,392.4,1
274,0,12,182.14,2185.66,0
63,36,2,566.06,1132.12,0
279,6,35,668.84,23409.34,0
199,60,2,257.19,514.38,0
274,104,4,197.77,791.07,0
88,88,1,161.9,161.9,0
272,44,7,421.75,2952.25,0
168,168,1,602.63,602.63,1
174,100,2,250.34,500.69,0
210,45,5,155.24,776.22,0
281,1,51,901.71,45987.39,0
217,217,1,331.24,331.24,1
155,0,2,273.95,547.9,1
277,16,16,366.53,5864.55,0
240,104,3,145.9,437.7,1
171,171,1,188.73,188.73,0
266,177,3,285.01,855.02,1
109,85,2,196.66,393.33,0
176,56,2,438.09,876.18,0
49,49,2,1369.9,2739.8,0
240,15,2,220.24,440.48,0
225,119,3,225.5,676.49,0
198,27,4,335.18,1340.7,1
281,281,2,128.22,256.44,1
81,81,1,137.9,137.9,1
30,30,1,1124.19,1124.19,0
53,53,1,783.9,783.9,1
128,128,1,134.8,134.8,1
192,4,6,257.37,1544.23,0
275,71,4,236.15,944.6,0
272,41,3,259.38,778.14,0
168,168,1,335.32,335.32,1
273,273,1,367.14,367.14,1
32,32,1,316.38,316.38,0
196,196,1,584.32,584.32,1
205,205,1,122.4,122.4,1
116,0,5,271.6,1357.98,0
191,191,1,79.2,79.2,1
182,182,1,130.26,130.26,0
274,93,3,330.79,992.37,0
268,8,2,658.81,1317.62,1
207,207,1,436.18,436.18,1
228,144,2,162.52,325.04,0
275,6,4,224.92,899.7,0
106,62,2,157.53,315.06,1
162,22,3,272.62,817.86,1
14,14,1,17.0,17.0,1
127,127,1,252.1,252.1,0
172,172,1,320.62,320.62,1
148,148,1,185.05,185.05,1
281,36,6,285.42,1712.49,0
133,45,2,296.05,592.1,0
36,6,2,696.42,1392.84,0
141,65,4,289.1,1156.4,0
156,156,1,336.96,336.96,1
91,11,3,498.04,1494.12,0
216,126,2,305.94,611.88,1
219,170,2,339.09,678.18,0
246,51,4,48.94,195.74,1
91,91,1,161.38,161.38,1
78,78,1,135.75,135.75,1
200,25,5,184.92,924.59,0
119,119,1,612.78,612.78,1
97,97,1,232.21,232.21,1
123,123,1,285.94,285.94,0
274,20,3,183.42,550.26,0
225,225,1,249.0,249.0,1
275,275,1,289.35,289.35,1
204,9,3,1235.57,3706.7,0
190,51,2,347.35,694.7,0
147,23,4,569.62,2278.5,0
226,9,23,461.71,10619.27,0
267,267,1,283.53,283.53,0
170,170,1,517.55,517.55,1
185,185,1,159.3,159.3,0
114,20,2,153.18,306.37,0
279,279,1,124.14,124.14,0
157,157,1,535.34,535.34,1
277,16,5,389.87,1949.36,0
154,154,1,175.2,175.2,1
267,7,8,325.04,2600.31,0
140,65,3,244.71,734.13,1
41,41,1,375.0,375.0,1
204,204,1,76.32,76.32,1
50,50,1,163.68,163.68,0
280,36,3,469.57,1408.7,0
176,176,1,1829.04,1829.04,1
262,23,4,255.88,1023.54,0
218,59,5,283.03,1415.17,0
189,189,1,348.2,348.2,1
276,48,12,253.05,3036.66,0
160,160,1,37.4,37.4,1
273,140,2,428.3,856.6,1
277,2,18,146.23,2632.12,0
156,20,5,312.13,1560.66,0
149,3,5,228.04,1140.21,1
6,6,1,429.38,429.38,0
59,34,3,336.52,1009.55,1
148,2,4,259.4,1037.59,1
46,46,1,197.9,197.9,1
160,8,8,1281.77,10254.18,1
202,38,3,1614.67,4844.0,0
119,13,5,197.16,985.8,0
140,140,1,335.0,335.0,0
280,11,9,299.61,2696.53,0
192,7,12,449.64,5395.7,0
150,49,3,251.68,755.03,0
268,170,8,326.96,2615.68,0
144,144,1,314.45,314.45,1
72,72,1,550.57,550.57,0
17,17,1,303.8,303.8,0
268,268,1,365.27,365.27,1
280,55,3,126.1,378.3,0
87,87,1,105.75,105.75,0
235,32,3,136.62,409.86,0
197,197,1,497.59,497.59,0
154,27,4,529.22,2116.9,0
281,6,10,1123.9,11238.96,0
191,191,1,498.15,498.15,0
177,78,3,354.25,1062.75,1
175,175,1,914.93,914.93,1
190,143,2,152.12,304.25,1
281,22,6,439.25,2635.48,0
275,183,2,157.68,315.37,0
226,226,1,773.55,773.55,1
157,49,3,288.63,865.88,0
185,57,4,238.41,953.64,0
143,111,3,85.04,255.12,1
133,133,1,314.22,314.22,1
120,120,1,358.2,358.2,0
128,97,2,271.02,542.03,1
123,51,3,241.68,725.04,0
274,237,2,163.25,326.5,0
240,94,3,221.76,665.29,0
97,97,1,347.9,347.9,0
277,4,10,177.84,1778.43,0
185,73,3,282.2,846.59,0
280,119,2,761.38,1522.75,1
164,29,2,384.85,769.7,0
78,78,1,114.56,114.56,1
147,20,4,360.19,1440.77,0
281,169,2,194.72,389.44,1
163,163,1,1700.4,1700.4,0
273,3,7,311.83,2182.79,0
174,174,1,752.43,752.43,1
84,84,1,21.95,21.95,1
127,35,4,935.26,3741.06,0
154,21,2,205.0,409.99,0
272,18,7,566.0,3962.02,0
114,23,6,126.85,761.12,0
261,261,1,1141.24,1141.24,1
266,34,3,289.48,868.43,0
24,24,1,411.7,411.7,1
281,281,1,331.55,331.55,1
104,104,1,559.87,559.87,1
84,84,1,810.6,810.6,1
8,8,1,566.38,566.38,1
84,84,1,359.08,359.08,0
247,247,1,168.3,168.3,1
116,28,3,194.88,584.65,0
77,77,1,142.5,142.5,1
29,29,1,302.25,302.25,1
275,115,4,282.44,1129.74,0
176,176,1,301.9,301.9,1
94,94,1,114.3,114.3,0
34,34,1,233.22,233.22,1
241,23,2,2018.16,4036.33,0
46,46,1,361.22,361.22,1
275,121,6,105.38,632.27,1
169,15,3,533.33,1600.0,0
148,14,2,353.28,706.57,1
238,238,1,226.37,226.37,1
266,65,7,316.12,2212.81,0
205,27,3,447.22,1341.65,1
125,125,1,404.4,404.4,1
121,80,2,519.23,1038.46,1
231,213,3,74.55,223.65,0
104,104,1,207.5,207.5,1
85,36,3,136.2,408.59,1
153,63,2,208.01,416.02,0
242,4,8,190.58,1524.67,0
277,107,4,609.76,2439.04,0
20,20,2,24.48,48.96,0
213,38,3,217.26,651.77,0
217,6,18,867.76,15619.6,0
65,65,1,214.8,214.8,1
192,192,1,94.05,94.05,1
15,15,1,534.31,534.31,1
109,109,1,797.65,797.65,0
87,15,3,94.57,283.71,0
66,66,1,101.1,101.1,1
148,36,4,183.99,735.95,0
198,198,1,53.5,53.5,1
241,241,1,376.7,376.7,0
240,240,1,153.9,153.9,1
277,11,13,255.84,3325.91,0
185,105,3,70.59,211.77,1
121,70,2,128.98,257.95,0
92,92,1,462.15,462.15,0
239,2,7,201.6,1411.23,0
45,45,1,346.3,346.3,0
275,31,7,123.22,862.56,0
270,270,1,167.09,167.09,0
104,104,1,354.45,354.45,0
133,25,3,314.83,944.49,0
170,170,1,154.2,154.2,0
175,175,1,676.2,676.2,1
218,155,3,120.98,362.95,1
176,176,1,309.46,309.46,0
171,171,1,409.1,409.1,0
274,66,2,136.91,273.82,0
161,161,1,61.1,61.1,0
230,230,1,94.36,94.36,1
191,113,2,335.08,670.17,0
177,177,1,217.89,217.89,1
277,2,9,195.77,1761.97,0
197,79,3,311.03,933.1,0
238,76,3,321.43,964.3,0
161,62,2,852.9,1705.8,1
143,143,1,176.61,176.61,0
2,2,1,303.93,303.93,1
235,39,7,350.77,2455.42,0
277,172,2,146.72,293.45,1
220,220,1,177.5,177.5,1
218,210,2,83.62,167.25,1
220,18,8,185.3,1482.37,0
225,58,3,344.46,1033.37,0
277,277,1,128.55,128.55,0
188,188,1,50.8,50.8,0
134,0,2,184.18,368.36,0
219,20,6,159.78,958.71,1
277,7,39,746.61,29117.7,0
99,99,1,133.56,133.56,1
210,210,1,302.7,302.7,1
184,0,4,172.46,689.83,0
192,171,2,120.53,241.06,1
14,14,1,284.55,284.55,1
205,121,3,207.76,623.28,1
207,4,4,224.71,898.84,0
122,122,1,272.46,272.46,0
199,199,1,211.0,211.0,0
268,135,2,216.22,432.43,0
172,3,3,180.47,541.4,0
113,113,1,2.9,2.9,1
43,43,1,255.91,255.91,1
106,106,1,182.99,182.99,1
188,105,2,353.84,707.69,1
57,57,1,311.92,311.92,1
279,2,6,220.56,1323.38,0
281,7,5,431.64,2158.18,1
126,126,1,208.36,208.36,1
268,14,11,195.59,2151.5,0
85,85,1,142.92,142.92,1
191,93,2,34.0,68.0,0
112,112,1,319.37,319.37,0
50,50,1,380.33,380.33,0
200,11,5,199.93,999.63,0
154,154,2,134.15,268.3,0
266,23,3,179.71,539.13,0
182,182,1,223.95,223.95,1
244,72,3,105.37,316.11,1
53,53,1,341.35,341.35,0
181,51,3,153.1,459.3,0
279,39,6,333.21,1999.26,0
100,100,1,139.35,139.35,1
98,81,2,202.15,404.3,1
56,22,2,177.28,354.57,0
237,81,3,260.76,782.29,0
204,204,1,826.53,826.53,1
184,184,2,123.26,246.51,0
224,115,2,592.52,1185.04,0
241,111,5,310.14,1550.7,0
70,69,2,50.48,100.97,1
272,268,2,182.72,365.45,1
238,238,1,165.0,165.0,0
268,14,4,357.98,1431.93,1
204,204,1,363.7,363.7,1
280,280,1,248.1,248.1,1
174,52,2,281.85,563.7,0
219,58,3,328.21,984.62,0
185,185,1,162.7,162.7,1
192,192,1,190.7,190.7,0
273,273,1,103.7,103.7,0
273,94,3,348.86,1046.57,1
223,3,13,403.53,5245.95,0
274,7,21,493.92,10372.35,0
79,79,1,290.36,290.36,1
98,98,1,455.25,455.25,1
268,35,4,171.13,684.53,0
246,43,2,2258.4,4516.8,0
18,18,1,548.12,548.12,1
281,127,3,351.2,1053.61,0
72,72,1,339.3,339.3,1
280,198,2,393.58,787.15,1
242,32,2,390.18,780.36,0
276,16,5,459.79,2298.97,1
244,3,3,307.37,922.12,1
281,150,2,189.86,379.73,1
268,71,12,476.65,5719.82,1
239,130,2,157.06,314.11,0
17,17,1,151.98,151.98,0
268,13,6,426.06,2556.37,0
45,45,1,101.15,101.15,0
274,0,14,334.66,4685.17,0
266,266,1,332.18,332.18,0
272,272,1,173.7,173.7,1
200,78,3,154.63,463.88,0
244,102,2,432.8,865.6,1
219,35,6,355.68,2134.07,0
189,84,2,448.4,896.79,0
183,35,3,336.53,1009.6,1
198,198,1,292.63,292.63,0
90,90,1,105.84,105.84,1
21,21,1,313.62,313.62,1
281,281,1,233.45,233.45,1
162,162,1,611.94,611.94,0
156,156,1,463.95,463.95,1
140,140,1,225.15,225.15,1
69,14,2,107.34,214.68,0
195,44,10,221.43,2214.33,0
235,97,2,127.75,255.5,0
274,274,1,120.65,120.65,0
193,193,1,145.05,145.05,1
246,161,2,118.73,237.46,0
266,36,10,226.76,2267.58,0
160,43,5,542.01,2710.04,0
127,127,1,75.66,75.66,1
94,94,1,129.49,129.49,1
219,27,3,290.1,870.3,0
90,90,1,506.19,506.19,1
65,65,1,210.1,210.1,0
143,143,1,151.85,151.85,1
230,118,4,360.32,1441.29,0
171,171,1,226.21,226.21,1
168,168,1,95.76,95.76,0
185,55,3,203.14,609.41,0
153,153,1,129.45,129.45,1
105,105,1,426.43,426.43,0
182,182,1,333.08,333.08,1
174,21,7,309.33,2165.34,0
142,14,4,404.96,1619.84,0
4,4,1,227.68,227.68,0
142,22,3,389.42,1168.26,0
280,130,2,108.95,217.9,1
133,31,2,265.27,530.55,0
276,7,9,172.33,1550.94,0
143,114,2,235.58,471.15,0
13,13,1,231.1,231.1,1
115,115,1,307.73,307.73,0
153,153,1,487.51,487.51,1
120,85,2,416.89,833.78,1
112,77,2,107.03,214.06,1
181,17,5,905.17,4525.87,0
276,49,4,150.32,601.27,1
239,39,3,622.4,1867.19,0
272,3,11,646.97,7116.68,0
162,56,2,207.4,414.79,0
276,276,1,123.24,123.24,1
97,97,1,39.12,39.12,1
227,118,2,192.18,384.36,0
270,270,1,135.4,135.4,1
192,192,1,200.4,200.4,0
192,24,5,53.3,266.52,0
266,14,8,405.0,3239.97,0
72,72,1,1382.88,1382.88,0
174,7,17,406.58,6911.84,0
6,6,1,115.1,115.1,0
245,121,3,366.17,1098.5,0
190,6,8,267.16,2137.3,0
274,274,1,129.75,129.75,1
161,52,4,333.17,1332.68,0
95,0,3,270.07,810.22,0
266,41,18,1882.42,33883.5,0
263,6,6,399.99,2399.94,0
109,109,1,86.5,86.5,0
197,164,2,563.0,1126.0,1
179,179,1,153.41,153.41,0
156,43,4,164.48,657.9,1
149,149,1,112.75,112.75,1
161,134,2,999.0,1998.0,1
274,29,10,409.6,4095.95,0
269,37,10,405.04,4050.42,0
266,6,10,978.04,9780.35,0
22,6,2,205.78,411.55,0
189,107,4,496.15,1984.59,0
276,46,7,262.15,1835.08,0
265,48,3,303.29,909.87,0
184,3,8,311.23,2489.81,0
274,23,11,360.98,3970.77,0
225,225,2,557.03,1114.06,1
219,174,2,450.6,901.2,1
274,3,4,389.92,1559.66,0
277,277,1,606.05,606.05,1
276,56,5,256.78,1283.88,0
170,170,1,292.47,292.47,1
276,7,10,365.66,3656.58,0
15,15,1,411.4,411.4,0
279,210,6,126.14,756.82,1
269,104,4,194.29,777.16,0
272,272,1,256.32,256.32,1
172,74,3,182.77,548.31,0
149,7,17,314.11,5339.95,0
227,142,2,240.47,480.94,0
22,22,2,151.21,302.41,0
242,6,4,485.29,1941.15,0
205,205,1,3.75,3.75,1
84,84,1,323.0,323.0,1
266,21,6,310.15,1860.9,0
81,4,3,133.04,399.11,0
219,6,16,397.44,6359.1,0
266,8,12,366.96,4403.53,0
242,125,3,303.4,910.2,0
140,29,3,138.71,416.12,0
280,280,1,207.5,207.5,1
280,280,1,2002.4,2002.4,1
223,22,3,491.81,1475.43,1
122,122,1,239.4,239.4,1
226,226,1,106.83,106.83,1
4,4,1,316.62,316.62,1
52,52,1,314.15,314.15,0
106,106,1,611.85,611.85,1
51,7,4,195.64,782.55,0
202,202,1,34.0,34.0,1
181,181,2,572.8,1145.6,1
224,1,7,688.64,4820.46,0
179,11,2,143.24,286.49,0
168,168,1,361.54,361.54,1
280,144,4,162.34,649.38,0
246,183,3,546.58,1639.75,0
86,24,3,180.73,542.2,0
275,30,8,146.82,1174.55,0
165,165,1,173.52,173.52,0
182,182,1,93.18,93.18,0
274,14,15,425.12,6376.73,0
167,8,2,211.12,422.24,1
280,280,1,311.25,311.25,1
273,46,9,181.16,1630.4,0
162,31,2,296.37,592.74,1
240,30,5,155.82,779.12,0
190,190,2,55.19,110.38,1
88,16,4,151.26,605.03,0
273,273,1,414.88,414.88,1
181,71,4,398.56,1594.23,1
178,178,1,118.05,118.05,0
268,81,2,230.3,460.59,1
147,11,4,184.05,736.21,1
178,50,3,373.86,1121.59,1
182,7,2,144.21,288.42,1
170,44,3,156.9,470.69,0
100,100,1,309.54,309.54,1
268,268,1,479.35,479.35,1
112,4,7,163.83,1146.84,0
277,16,16,320.11,5121.79,0
266,11,4,104.26,417.06,1
276,93,7,168.49,1179.43,0
113,1,9,280.94,2528.47,0
3,3,1,497.61,497.61,1
135,135,1,358.38,358.38,1
72,72,1,222.9,222.9,0
93,93,1,318.7,318.7,0
20,20,1,113.5,113.5,1
